return_refund_id,order_id,order_item_id,return_type,return_request_date,return_reason,returned_quantity,product_condition,refund_status,refund_request_date,refund_processed_date,refund_amount,reverse_logistics_cost,restocking_cost,refund_delay_days,is_full_refund
196,239,401,Quality Issue,2025-10-16,Customer Refused,1,Sellable,Processed,2025-10-16,2025-10-19,21705.5,99.92,17.32,2,Yes
197,241,403,Wrong Item,2024-08-15,Late Delivery,3,Damaged,Processed,2024-08-15,2024-08-16,15175.94,141.33,28.91,7,Yes
198,241,404,Late Delivery,2024-08-16,Late Delivery,3,Damaged,Processed,2024-08-16,2024-08-18,329985.16,100.91,37.89,3,Yes
199,241,405,Late Delivery,2024-08-18,Late Delivery,1,Opened,Pending,2024-08-18,2024-08-20,89376.52,56.0,17.72,5,Yes
200,241,406,Late Delivery,2024-08-15,Late Delivery,1,Opened,Processed,2024-08-15,2024-08-18,38025.79,99.69,37.45,7,Yes
201,242,407,Wrong Item,2025-07-12,Customer Refused,1,Damaged,Processed,2025-07-12,2025-07-13,7050.68,111.84,10.69,1,Yes
202,244,409,Quality Issue,2026-02-19,Customer Refused,1,Opened,Processed,2026-02-20,2026-02-22,1460.92,60.91,18.67,9,Yes
203,244,410,Wrong Item,2026-02-21,Customer Refused,1,Sellable,Processed,2026-02-22,2026-02-23,2854.6,68.72,25.08,5,Yes
204,244,411,Wrong Item,2026-02-18,Customer Refused,1,Opened,Processed,2026-02-19,2026-02-20,143495.9,66.45,36.28,6,Yes
205,245,412,Wrong Item,2026-06-11,Late Delivery,1,Sellable,Processed,2026-06-11,2026-06-14,73933.08,95.8,14.26,7,Yes
206,247,418,Late Delivery,2025-06-12,Changed Mind,2,Sellable,Pending,2025-06-12,2025-06-15,70432.53,125.9,17.24,9,Yes
207,249,420,Quality Issue,2024-09-02,Late Delivery,1,Sellable,Processed,2024-09-02,2024-09-03,2106.79,89.9,39.23,5,Yes
208,250,421,Quality Issue,2026-03-09,Late Delivery,1,Sellable,Pending,2026-03-09,2026-03-11,1611.72,136.98,15.83,3,Yes
209,251,422,Wrong Item,2025-05-15,Customer Refused,2,Sellable,Processed,2025-05-15,2025-05-18,518.45,127.18,12.22,7,Yes
210,252,423,Late Delivery,2025-06-20,Customer Refused,1,Damaged,Processed,2025-06-20,2025-06-23,45686.29,139.25,21.21,1,Yes
211,254,426,Quality Issue,2025-12-01,Customer Refused,1,Opened,Failed,2025-12-01,2025-12-03,200.52,84.49,13.09,4,Yes
212,254,427,Late Delivery,2025-11-28,Customer Refused,1,Opened,Processed,2025-11-28,2025-11-29,33758.74,52.06,11.58,4,Yes
213,254,428,Wrong Item,2025-11-27,Customer Refused,1,Damaged,Pending,2025-11-27,2025-11-29,24421.89,144.77,30.48,2,Yes
214,254,429,Wrong Item,2025-12-01,Customer Refused,1,Damaged,Pending,2025-12-01,2025-12-02,1618.38,134.25,36.0,1,Yes
215,255,430,Wrong Item,2025-04-26,Customer Refused,1,Opened,Processed,2025-04-26,2025-04-27,2552.41,63.39,27.7,2,Yes
216,257,432,Quality Issue,2026-01-04,Size/Fit Issue,1,Defective,Processed,2026-01-05,,5017.76,67.84,15.55,4,Yes
217,266,449,Wrong Item,2026-05-02,Customer Refused,1,Damaged,Pending,2026-05-02,2026-05-05,18311.46,77.27,35.29,8,Yes
218,269,452,Late Delivery,2024-12-22,Customer Refused,2,Sellable,Processed,2024-12-22,2024-12-24,181952.81,102.56,37.76,8,Yes
219,269,453,Quality Issue,2024-12-23,Customer Refused,1,Damaged,Pending,2024-12-23,2024-12-25,31055.35,89.85,11.81,8,Yes
220,271,455,Late Delivery,2025-08-01,Customer Refused,1,Opened,Processed,2025-08-01,2025-08-02,516.42,73.46,24.98,8,Yes
221,272,456,Wrong Item,2025-09-08,Late Delivery,1,Opened,Processed,2025-09-08,2025-09-09,6326.09,81.11,21.05,9,Yes
222,273,457,Wrong Item,2025-12-12,Late Delivery,1,Sellable,Pending,2025-12-13,2025-12-15,4585.11,85.52,29.04,2,Yes
223,273,458,Late Delivery,2025-12-15,Late Delivery,1,Sellable,Processed,2025-12-16,2025-12-17,625.35,130.84,25.02,2,Yes
224,275,461,Quality Issue,2025-02-15,Customer Refused,1,Opened,Processed,2025-02-15,2025-02-17,888.74,53.7,16.62,7,Yes
225,275,462,Late Delivery,2025-02-12,Customer Refused,1,Opened,Processed,2025-02-12,2025-02-15,35269.63,74.93,38.64,6,Yes
226,277,465,Quality Issue,2025-07-05,Customer Refused,1,Opened,Processed,2025-07-05,2025-07-08,3026.4,128.6,27.28,6,Yes
227,277,466,Wrong Item,2025-07-06,Customer Refused,1,Sellable,Processed,2025-07-06,2025-07-07,137488.1,63.01,25.37,4,Yes
228,278,467,Late Delivery,2025-07-24,Customer Refused,1,Sellable,Failed,2025-07-24,2025-07-26,1575.14,149.09,26.18,7,Yes
229,278,468,Quality Issue,2025-07-23,Customer Refused,1,Opened,Processed,2025-07-23,2025-07-25,769.5,79.68,14.16,4,Yes
230,279,469,Late Delivery,2026-05-28,Late Delivery,1,Opened,Processed,2026-05-28,2026-05-30,2288.36,75.29,32.06,5,Yes
231,280,470,Late Delivery,2026-06-23,Customer Refused,1,Sellable,Processed,2026-06-23,2026-06-24,7163.47,61.05,27.94,2,Yes
232,283,473,Quality Issue,2025-06-03,Customer Refused,1,Opened,Processed,2025-06-03,2025-06-04,1603.07,57.79,35.41,2,Yes
233,284,474,Wrong Item,2025-10-18,Late Delivery,1,Damaged,Processed,2025-10-18,2025-10-19,2124.74,61.86,35.79,8,Yes
234,286,477,Quality Issue,2025-02-04,Late Delivery,1,Damaged,Processed,2025-02-04,2025-02-07,40895.19,125.26,16.35,1,Yes
235,286,478,Late Delivery,2025-02-05,Late Delivery,1,Sellable,Processed,2025-02-05,2025-02-07,27927.81,110.8,20.5,3,Yes
236,290,482,Wrong Item,2024-10-25,Late Delivery,1,Sellable,Pending,2024-10-25,2024-10-27,1819.42,63.8,24.15,9,Yes
237,290,483,Quality Issue,2024-10-26,Late Delivery,1,Opened,Failed,2024-10-26,2024-10-27,1438.12,107.07,23.34,9,Yes
238,294,488,Quality Issue,2026-02-10,Late Delivery,3,Opened,Pending,2026-02-10,2026-02-11,5816.88,104.32,19.07,4,Yes
239,294,489,Quality Issue,2026-02-13,Late Delivery,2,Damaged,Processed,2026-02-13,2026-02-14,814.62,71.37,13.31,4,Yes
240,294,490,Quality Issue,2026-02-11,Late Delivery,1,Sellable,Pending,2026-02-11,2026-02-12,28218.04,100.96,29.26,1,Yes
241,294,491,Wrong Item,2026-02-13,Late Delivery,1,Sellable,Processed,2026-02-13,2026-02-14,2306.32,119.28,34.85,2,Yes
242,294,492,Wrong Item,2026-02-14,Late Delivery,1,Sellable,Processed,2026-02-14,2026-02-16,107592.1,94.26,23.72,4,Yes
243,295,493,Wrong Item,2025-06-09,Late Delivery,2,Opened,Processed,2025-06-09,2025-06-12,6594.24,52.77,33.93,9,Yes
244,297,498,Wrong Item,2025-05-22,Size/Fit Issue,1,Opened,Processed,2025-05-23,2025-05-26,1114.25,158.05,25.23,6,Yes
245,298,499,Wrong Item,2024-08-17,Late Delivery,1,Sellable,Processed,2024-08-18,2024-08-20,2806.93,116.77,19.24,9,Yes
246,302,507,Wrong Item,2025-09-06,Customer Refused,1,Sellable,Pending,2025-09-06,2025-09-08,1565.62,104.4,30.27,6,Yes
247,303,508,Wrong Item,2026-01-19,Late Delivery,1,Opened,Processed,2026-01-19,2026-01-21,1156.78,139.7,20.1,5,Yes
248,304,509,Late Delivery,2025-07-06,Customer Refused,2,Opened,Processed,2025-07-06,2025-07-07,4349.72,79.47,10.66,7,Yes
249,305,511,Late Delivery,2025-04-07,Damaged Product,1,Sellable,Processed,2025-04-07,2025-04-08,2722.49,173.8,38.72,4,Yes
250,306,513,Quality Issue,2025-05-15,Late Delivery,2,Sellable,Pending,2025-05-16,2025-05-17,2638.38,126.09,27.67,5,Yes
251,313,521,Late Delivery,2026-01-24,Customer Refused,2,Opened,Processed,2026-01-24,2026-01-27,2531.51,85.92,20.97,7,Yes
252,315,523,Quality Issue,2026-08-08,Late Delivery,1,Sellable,Processed,2026-08-08,2026-08-11,25795.49,68.2,35.16,9,Yes
253,315,524,Late Delivery,2026-08-09,Late Delivery,1,Sellable,Pending,2026-08-09,2026-08-11,1010.66,145.41,13.45,6,Yes
254,318,527,Late Delivery,2024-11-20,Late Delivery,1,Sellable,Pending,2024-11-20,2024-11-21,4876.53,73.73,28.05,3,Yes
255,318,528,Wrong Item,2024-11-20,Late Delivery,1,Damaged,Processed,2024-11-20,2024-11-23,2133.9,65.76,34.21,5,Yes
256,318,529,Quality Issue,2024-11-21,Late Delivery,1,Sellable,Processed,2024-11-21,2024-11-22,3261.61,55.98,15.15,4,Yes
257,318,530,Late Delivery,2024-11-23,Late Delivery,1,Sellable,Processed,2024-11-23,2024-11-25,20431.66,112.71,37.99,9,Yes
258,318,531,Late Delivery,2024-11-21,Late Delivery,1,Damaged,Processed,2024-11-21,2024-11-22,350.95,63.58,18.37,1,Yes
259,319,532,Late Delivery,2025-06-29,Customer Refused,2,Opened,Processed,2025-06-29,2025-06-30,20655.96,68.87,30.86,1,Yes
260,321,534,Wrong Item,2025-11-26,Customer Refused,1,Damaged,Processed,2025-11-26,2025-11-27,1132.98,115.25,27.96,3,Yes
261,321,535,Wrong Item,2025-11-23,Customer Refused,1,Sellable,Processed,2025-11-23,2025-11-25,60623.14,110.19,11.53,9,Yes
262,321,536,Quality Issue,2025-11-24,Customer Refused,1,Opened,Processed,2025-11-24,2025-11-25,2488.05,65.27,33.2,1,Yes
263,321,537,Late Delivery,2025-11-24,Customer Refused,2,Sellable,Processed,2025-11-24,2025-11-27,987.27,52.68,39.72,2,Yes
264,321,538,Quality Issue,2025-11-27,Customer Refused,1,Sellable,Pending,2025-11-27,2025-11-29,80501.78,91.84,10.45,1,Yes
265,328,552,Wrong Item,2025-01-25,Late Delivery,1,Damaged,Processed,2025-01-26,2025-01-28,47452.25,114.24,12.35,9,Yes
266,328,553,Wrong Item,2025-01-24,Late Delivery,1,Opened,Processed,2025-01-25,2025-01-28,4572.45,65.46,18.19,8,Yes
267,329,554,Quality Issue,2025-03-07,Damaged Product,1,Defective,Processed,2025-03-07,2025-03-10,97290.63,69.63,30.33,5,Yes
268,332,557,Quality Issue,2024-08-14,Late Delivery,3,Damaged,Processed,2024-08-14,2024-08-15,9700.26,138.48,12.09,5,Yes
269,334,560,Wrong Item,2025-01-19,Customer Refused,3,Sellable,Processed,2025-01-19,2025-01-22,78879.75,69.01,26.44,3,Yes
270,335,563,Late Delivery,2025-03-03,Product Quality,3,Opened,Processed,2025-03-03,2025-03-05,9708.94,173.42,47.63,3,Yes
271,336,564,Quality Issue,2025-09-29,Late Delivery,1,Sellable,Processed,2025-09-30,2025-10-01,58164.02,105.91,31.48,2,Yes
272,339,567,Late Delivery,2025-07-08,Late Delivery,1,Sellable,Processed,2025-07-08,2025-07-09,2897.85,120.07,16.58,9,Yes
273,339,568,Wrong Item,2025-07-07,Late Delivery,1,Sellable,Processed,2025-07-07,2025-07-10,333.51,133.67,34.21,1,Yes
274,340,569,Wrong Item,2025-08-15,Customer Refused,1,Damaged,Pending,2025-08-15,2025-08-18,1854.09,112.91,24.9,2,Yes
275,341,570,Wrong Item,2024-09-22,Late Delivery,1,Sellable,Processed,2024-09-22,2024-09-24,2634.42,127.21,26.55,5,Yes
276,342,571,Late Delivery,2024-10-30,Late Delivery,1,Damaged,Processed,2024-10-30,2024-10-31,2728.61,52.97,23.96,5,Yes
277,344,574,Late Delivery,2025-10-26,Customer Refused,1,Opened,Processed,2025-10-26,2025-10-29,30096.25,126.09,21.67,8,Yes
278,344,575,Quality Issue,2025-10-28,Customer Refused,1,Sellable,Processed,2025-10-28,2025-10-29,1367.29,81.42,39.88,8,Yes
279,344,576,Late Delivery,2025-10-30,Customer Refused,1,Opened,Pending,2025-10-30,2025-11-02,30123.15,71.84,25.42,8,Yes
280,351,589,Wrong Item,2024-12-10,Customer Refused,1,Opened,Processed,2024-12-10,2024-12-13,2175.16,72.67,15.09,9,Yes
281,352,590,Quality Issue,2025-02-14,Customer Refused,2,Sellable,Processed,2025-02-14,2025-02-17,90883.8,133.23,31.28,1,Yes
282,355,593,Wrong Item,2024-12-29,Late Delivery,2,Sellable,Processed,2024-12-29,2024-12-31,108010.6,95.25,14.57,5,Yes
283,357,595,Late Delivery,2024-08-09,Customer Refused,1,Opened,Processed,2024-08-09,2024-08-11,2855.3,71.98,34.46,2,Yes
284,361,605,Late Delivery,2025-11-11,Late Delivery,1,Damaged,Processed,2025-11-11,2025-11-13,2657.25,93.79,25.39,6,Yes
285,362,606,Quality Issue,2024-10-30,Late Delivery,1,Damaged,Processed,2024-10-31,2024-11-02,1643.98,59.01,30.98,3,Yes
286,362,607,Quality Issue,2024-11-02,Late Delivery,1,Sellable,Processed,2024-11-03,2024-11-06,8005.35,114.34,33.32,7,Yes
287,362,608,Late Delivery,2024-11-02,Late Delivery,1,Sellable,Processed,2024-11-03,2024-11-05,2522.38,126.76,17.57,3,Yes
288,363,609,Wrong Item,2026-03-16,Late Delivery,1,Damaged,Processed,2026-03-16,2026-03-19,2384.34,128.55,27.23,4,Yes
289,363,610,Late Delivery,2026-03-15,Late Delivery,1,Damaged,Processed,2026-03-15,2026-03-18,72166.51,119.07,34.51,3,Yes
290,363,611,Wrong Item,2026-03-14,Late Delivery,1,Sellable,Processed,2026-03-14,2026-03-16,2284.87,58.36,19.68,6,Yes
291,363,612,Late Delivery,2026-03-13,Late Delivery,1,Sellable,Processed,2026-03-13,2026-03-15,110700.38,147.73,38.98,1,Yes
292,363,613,Wrong Item,2026-03-17,Late Delivery,1,Sellable,Processed,2026-03-17,2026-03-20,4222.79,130.64,15.63,7,Yes
293,364,614,Wrong Item,2026-04-21,Customer Refused,2,Damaged,Processed,2026-04-21,2026-04-24,4660.99,136.4,25.92,8,Yes
294,368,618,Quality Issue,2024-08-31,Customer Refused,1,Sellable,Processed,2024-08-31,2024-09-02,69365.4,130.16,26.03,9,Yes
295,370,623,Wrong Item,2025-05-27,Late Delivery,2,Sellable,Processed,2025-05-27,2025-05-29,1535.64,118.5,30.79,8,Yes
296,371,624,Quality Issue,2024-10-24,Customer Refused,1,Damaged,Processed,2024-10-24,2024-10-26,761.45,124.04,38.58,8,Yes
297,373,627,Late Delivery,2025-02-26,Customer Refused,1,Opened,Pending,2025-02-26,2025-02-28,299.92,113.73,38.6,9,Yes
298,373,628,Late Delivery,2025-03-01,Customer Refused,2,Damaged,Processed,2025-03-01,2025-03-03,7097.57,69.77,19.99,4,Yes
299,373,629,Late Delivery,2025-03-01,Customer Refused,1,Damaged,Failed,2025-03-01,2025-03-04,40991.75,139.28,16.1,1,Yes
300,374,630,Late Delivery,2025-04-02,Late Delivery,1,Opened,Processed,2025-04-02,2025-04-05,58822.41,62.95,39.99,9,Yes
301,376,633,Quality Issue,2024-11-03,Size/Fit Issue,1,Opened,Failed,2024-11-03,,2149.52,160.58,38.38,9,Yes
302,382,645,Late Delivery,2025-05-09,Customer Refused,1,Damaged,Processed,2025-05-10,2025-05-12,127206.42,132.01,36.87,4,Yes
303,383,646,Wrong Item,2026-07-02,Late Delivery,1,Damaged,Processed,2026-07-02,2026-07-05,75280.29,124.51,24.14,5,Yes
304,385,648,Wrong Item,2025-08-22,Customer Refused,1,Sellable,Processed,2025-08-23,2025-08-25,1904.53,98.26,32.8,5,Yes
305,386,649,Quality Issue,2024-12-27,Late Delivery,1,Sellable,Pending,2024-12-27,2024-12-28,1560.84,60.31,11.45,3,Yes
306,387,650,Wrong Item,2025-01-09,Customer Refused,3,Damaged,Processed,2025-01-09,2025-01-11,329044.25,140.62,20.57,9,Yes
307,387,651,Wrong Item,2025-01-08,Customer Refused,1,Sellable,Processed,2025-01-08,2025-01-10,50786.7,149.79,29.0,3,Yes
308,387,652,Quality Issue,2025-01-12,Customer Refused,2,Damaged,Processed,2025-01-12,2025-01-15,4093.63,128.7,10.97,6,Yes
309,388,653,Quality Issue,2025-01-08,Late Delivery,1,Opened,Processed,2025-01-08,2025-01-10,1606.9,109.09,18.51,2,Yes
310,390,659,Late Delivery,2026-02-13,Late Delivery,1,Damaged,Processed,2026-02-13,2026-02-15,1666.96,58.91,15.55,7,Yes
311,390,660,Quality Issue,2026-02-13,Late Delivery,1,Opened,Processed,2026-02-13,2026-02-16,32410.38,111.53,16.49,7,Yes
312,396,670,Wrong Item,2025-07-05,Product Quality,1,Sellable,Pending,2025-07-05,2025-07-09,91099.24,117.41,46.29,9,Yes
313,397,671,Wrong Item,2024-11-12,Late Delivery,1,Sellable,Processed,2024-11-13,2024-11-16,110905.01,64.71,23.55,5,Yes
314,397,672,Wrong Item,2024-11-14,Late Delivery,1,Opened,Processed,2024-11-15,2024-11-18,61004.36,138.55,31.77,4,Yes
315,397,673,Quality Issue,2024-11-14,Late Delivery,1,Opened,Processed,2024-11-15,2024-11-16,32764.91,132.74,36.65,1,Yes
316,398,674,Wrong Item,2024-12-17,Customer Refused,3,Opened,Processed,2024-12-17,2024-12-20,13073.28,72.99,12.83,1,Yes
317,402,680,Wrong Item,2025-12-31,Customer Refused,1,Sellable,Processed,2025-12-31,2026-01-03,124572.46,57.01,23.79,3,Yes
318,402,681,Late Delivery,2025-12-29,Customer Refused,2,Opened,Processed,2025-12-29,2025-12-30,5326.84,135.37,11.54,9,Yes
319,403,684,Late Delivery,2026-08-01,Product Quality,1,Opened,Processed,2026-08-01,2026-08-04,1500.78,81.36,21.37,1,Yes
320,405,688,Late Delivery,2026-05-28,Late Delivery,1,Opened,Processed,2026-05-29,2026-06-01,23374.07,138.74,23.44,1,Yes
321,406,689,Late Delivery,2024-09-03,Customer Refused,1,Damaged,Processed,2024-09-03,2024-09-04,996.62,108.59,37.03,1,Yes
322,406,690,Wrong Item,2024-09-01,Customer Refused,1,Sellable,Processed,2024-09-01,2024-09-04,112481.7,76.03,17.66,2,Yes
323,409,693,Wrong Item,2026-03-30,Late Delivery,2,Opened,Processed,2026-03-30,2026-04-01,2369.62,131.74,16.52,9,Yes
324,409,694,Wrong Item,2026-03-26,Late Delivery,1,Damaged,Processed,2026-03-26,2026-03-28,3121.71,121.87,39.03,1,Yes
325,410,698,Wrong Item,2025-01-21,Size/Fit Issue,1,Sellable,Pending,2025-01-21,2025-01-23,2158.94,88.65,31.42,4,Yes
326,411,699,Late Delivery,2026-05-21,Late Delivery,1,Opened,Processed,2026-05-21,2026-05-24,4231.47,105.58,34.67,3,Yes
327,413,701,Wrong Item,2025-03-24,Customer Refused,2,Damaged,Processed,2025-03-24,2025-03-27,9888.57,100.73,34.55,8,Yes
328,414,702,Wrong Item,2024-10-18,Late Delivery,1,Opened,Pending,2024-10-19,2024-10-22,79084.27,120.42,17.74,6,Yes
329,415,703,Wrong Item,2026-01-14,Customer Refused,1,Sellable,Processed,2026-01-14,2026-01-15,22744.25,82.03,10.01,4,Yes
330,417,707,Wrong Item,2025-09-06,Size/Fit Issue,1,Damaged,Processed,2025-09-06,2025-09-10,5133.45,83.94,29.99,5,Yes
331,417,709,Wrong Item,2025-09-10,Not as Described,1,Opened,Processed,2025-09-10,2025-09-13,988.6,153.81,33.17,1,Yes
332,418,710,Wrong Item,2025-10-04,Late Delivery,1,Sellable,Pending,2025-10-04,2025-10-07,2695.08,62.16,21.97,3,Yes
333,418,711,Quality Issue,2025-10-06,Late Delivery,1,Damaged,Pending,2025-10-06,2025-10-09,105483.35,124.58,21.39,8,Yes
334,418,712,Wrong Item,2025-10-02,Late Delivery,1,Damaged,Pending,2025-10-02,2025-10-05,12492.55,95.53,24.01,9,Yes
335,419,713,Quality Issue,2025-09-07,Late Delivery,1,Sellable,Processed,2025-09-07,2025-09-10,67947.9,53.96,25.45,9,Yes
336,419,714,Wrong Item,2025-09-08,Late Delivery,2,Damaged,Processed,2025-09-08,2025-09-11,4117.47,78.93,24.65,9,Yes
337,419,715,Quality Issue,2025-09-09,Late Delivery,1,Damaged,Processed,2025-09-09,2025-09-11,1324.52,54.66,21.33,3,Yes
338,419,716,Wrong Item,2025-09-09,Late Delivery,1,Damaged,Processed,2025-09-09,2025-09-11,1683.35,99.83,13.82,8,Yes
339,419,717,Quality Issue,2025-09-08,Late Delivery,2,Damaged,Processed,2025-09-08,2025-09-10,8330.09,62.41,17.03,9,Yes
340,420,718,Late Delivery,2026-06-26,Customer Refused,1,Damaged,Processed,2026-06-26,2026-06-27,2758.8,142.75,28.99,1,Yes
341,422,722,Quality Issue,2026-06-11,Customer Refused,1,Damaged,Processed,2026-06-11,2026-06-12,3823.36,58.09,27.02,7,Yes
342,422,723,Wrong Item,2026-06-11,Customer Refused,2,Opened,Processed,2026-06-11,2026-06-14,64984.8,91.17,24.29,6,Yes
343,422,724,Quality Issue,2026-06-09,Customer Refused,1,Sellable,Processed,2026-06-09,2026-06-12,39439.67,63.43,19.12,2,Yes
344,422,725,Wrong Item,2026-06-07,Customer Refused,2,Sellable,Processed,2026-06-07,2026-06-09,7729.54,51.6,13.72,4,Yes
345,422,726,Quality Issue,2026-06-10,Customer Refused,1,Sellable,Pending,2026-06-10,2026-06-12,26530.9,133.3,17.23,9,Yes
346,423,727,Wrong Item,2026-07-16,Damaged Product,1,Damaged,Processed,2026-07-17,2026-07-19,2479.15,120.82,16.76,1,Yes
347,424,729,Late Delivery,2026-05-05,Customer Refused,1,Sellable,Processed,2026-05-05,2026-05-06,3935.0,81.62,33.88,8,Yes
348,424,730,Late Delivery,2026-05-04,Customer Refused,1,Damaged,Processed,2026-05-04,2026-05-06,7160.29,60.17,27.48,8,Yes
349,425,731,Late Delivery,2026-05-31,Size/Fit Issue,2,Sellable,Processed,2026-06-01,2026-06-05,6447.45,66.78,36.44,1,Yes
350,427,733,Quality Issue,2025-01-13,Customer Refused,1,Opened,Processed,2025-01-13,2025-01-14,4910.7,146.07,35.57,7,Yes
351,427,734,Quality Issue,2025-01-13,Customer Refused,1,Damaged,Processed,2025-01-13,2025-01-16,21009.99,101.68,32.32,7,Yes
352,430,737,Quality Issue,2025-04-23,Late Delivery,1,Sellable,Processed,2025-04-23,2025-04-24,687.81,106.52,23.61,4,Yes
353,433,740,Wrong Item,2026-08-08,Late Delivery,1,Sellable,Processed,2026-08-08,2026-08-11,4491.66,76.26,20.11,1,Yes
354,434,741,Late Delivery,2024-09-04,Customer Refused,1,Opened,Processed,2024-09-04,2024-09-05,1197.23,66.4,20.56,4,Yes
355,434,742,Quality Issue,2024-09-06,Customer Refused,1,Opened,Failed,2024-09-06,2024-09-09,59790.92,62.23,12.09,8,Yes
356,435,743,Wrong Item,2025-01-26,Damaged Product,1,Sellable,Processed,2025-01-26,2025-01-30,3470.95,174.12,20.04,1,Yes
357,436,744,Wrong Item,2025-02-02,Product Quality,1,Damaged,Processed,2025-02-02,2025-02-06,3747.42,130.98,35.19,1,Yes
358,437,745,Quality Issue,2025-03-01,Customer Refused,1,Damaged,Processed,2025-03-01,2025-03-04,19550.86,75.13,32.44,7,Yes
359,441,751,Wrong Item,2026-05-24,Customer Refused,1,Damaged,Pending,2026-05-24,2026-05-27,2441.02,76.42,29.56,7,Yes
360,445,755,Wrong Item,2026-05-14,Customer Refused,1,Sellable,Processed,2026-05-14,2026-05-16,2617.94,129.03,15.02,2,Yes
361,451,763,Wrong Item,2025-08-29,Customer Refused,1,Damaged,Processed,2025-08-30,2025-08-31,5232.67,64.05,38.73,6,Yes
362,451,764,Late Delivery,2025-08-29,Customer Refused,1,Damaged,Processed,2025-08-30,2025-09-01,999.21,78.54,26.4,1,Yes
363,453,766,Wrong Item,2025-12-15,Customer Refused,1,Opened,Processed,2025-12-15,2025-12-16,2409.82,101.57,11.48,6,Yes
364,454,769,Quality Issue,2026-01-18,Damaged Product,2,Sellable,Processed,2026-01-18,2026-01-22,1536.6,138.03,49.23,6,Yes
365,456,773,Late Delivery,2025-02-02,Late Delivery,1,Damaged,Processed,2025-02-02,2025-02-03,94442.75,102.7,39.54,4,Yes
366,459,777,Wrong Item,2025-08-25,Customer Refused,1,Opened,Processed,2025-08-26,2025-08-27,843.18,149.53,15.69,5,Yes
367,459,778,Quality Issue,2025-08-24,Customer Refused,1,Damaged,Pending,2025-08-25,2025-08-27,92412.25,72.73,39.56,2,Yes
368,459,779,Wrong Item,2025-08-26,Customer Refused,1,Opened,Processed,2025-08-27,2025-08-28,2643.87,138.9,10.9,8,Yes
369,461,781,Wrong Item,2024-11-09,Customer Refused,3,Sellable,Pending,2024-11-09,2024-11-10,3777.67,128.21,12.89,2,Yes
370,463,784,Quality Issue,2026-01-26,Size/Fit Issue,1,Damaged,Processed,2026-01-26,2026-01-28,3602.77,79.37,20.82,9,Yes
371,465,786,Wrong Item,2025-04-04,Customer Refused,1,Damaged,Processed,2025-04-04,2025-04-05,2564.63,113.28,22.49,4,Yes
372,465,787,Late Delivery,2025-04-03,Customer Refused,1,Sellable,Processed,2025-04-03,2025-04-06,31638.6,128.66,27.37,9,Yes
373,466,788,Late Delivery,2025-05-18,Customer Refused,1,Opened,Processed,2025-05-18,2025-05-21,28318.68,140.46,15.75,3,Yes
374,466,789,Quality Issue,2025-05-17,Customer Refused,1,Damaged,Processed,2025-05-17,2025-05-18,3932.31,143.84,22.03,3,Yes
375,467,790,Wrong Item,2024-11-05,Customer Refused,1,Opened,Processed,2024-11-05,2024-11-07,221.08,69.34,27.18,9,Yes
376,468,791,Quality Issue,2025-04-08,Customer Refused,1,Opened,Processed,2025-04-08,2025-04-10,153638.26,126.28,12.1,9,Yes
377,470,794,Late Delivery,2026-06-11,Customer Refused,2,Sellable,Processed,2026-06-11,2026-06-13,136268.5,82.0,16.66,5,Yes
